year,Month,day,TASMAX,TASAVG,TASMIN,DPMAX,DPAVG,DPMIN,RHMAX,RHAVG,RHMIN,sfcWindMAX,sfcWindAVG,sfcWindMIN,PSLMAX,PSLAVG,PSLMIN,PRCPMAX,PRCPAVG,PRCPMIN,VISIB
2012,1,24,5.556,1.6668,-2.2224,2.778,0.5556,-2.2224,100,90.5,81,20.92142,10.46071,0,1017.271155,1011.175656,1005.080156,-9999,0,-9999,3.379614
2012,1,25,0.5556,-1.1112,-2.2224,1.1112,-0.5556,-2.2224,100,100,100,20.92142,12.07005,3.21868,1005.080156,1003.556281,1002.032406,-9999,0,-9999,3.21868
2012,1,26,-2.2224,-5.556,-9.4452,-2.2224,-7.2228,-10.0008,100,87,74,20.92142,13.67939,6.43736,1017.948433,1011.006336,1004.06424,-9999,0,-9999,6.43736
2012,1,27,0,-4.4448,-8.334,-2.778,-6.1116,-8.8896,100,87.5,75,14.48406,8.85137,3.21868,1027.091683,1022.520058,1017.948433,-9999,0,-9999,6.759228
2012,1,28,-3.3336,-6.6672,-9.4452,-5.0004,-7.2228,-8.8896,100,90,80,25.74944,12.87472,0,1030.139432,1028.615558,1027.091683,-9999,0,-9999,8.0467
2012,1,29,-3.3336,-7.2228,-11.112,-5.0004,-7.7784,-12.7788,93,86,79,25.74944,16.0934,6.43736,1028.107599,1026.583724,1025.059849,-9999,0,-9999,8.368568
2012,1,30,-5.0004,-12.2232,-18.8904,-11.112,-15.0012,-20.0016,100,79,58,17.70274,8.85137,0,1027.091683,1026.583724,1026.075766,-9999,0,-9999,7.885766
2012,1,31,-8.334,-15.0012,-21.6684,-13.89,-18.8904,-23.8908,92,77.5,63,11.26538,5.63269,0,1027.091683,1025.059849,1023.028016,-9999,0,-9999,3.379614
2012,2,1,-5.0004,-12.7788,-20.5572,-12.2232,-18.3348,-22.7796,92,73,54,32.1868,16.0934,0,1025.059849,1023.535975,1022.0121,-9999,0,-9999,6.759228
2012,2,2,-6.1116,-10.0008,-13.3344,-7.2228,-11.112,-17.2236,100,81,62,32.1868,21.72609,11.26538,1023.028016,1021.504141,1019.980266,-9999,0,-9999,6.43736
2012,2,3,-1.1112,-3.3336,-6.1116,-2.2224,-5.0004,-7.2228,100,93,86,40.2335,32.99147,25.74944,1022.0121,1020.488225,1018.96435,-9999,0,-9999,5.954558
2012,2,4,5.0004,1.1112,-2.2224,3.8892,-0.5556,-2.778,100,93.5,87,35.40548,19.31208,3.21868,1020.996183,1019.133669,1017.271155,-9999,0,-9999,8.368568
2012,2,5,2.778,-3.3336,-10.0008,2.778,-7.2228,-10.0008,100,90,80,20.92142,12.07005,3.21868,1022.0121,1019.980266,1017.948433,-9999,0,-9999,4.506152
2012,2,6,-5.0004,-7.7784,-11.112,-6.1116,-8.8896,-11.112,100,96.5,93,11.26538,5.63269,0,1019.980266,1015.070003,1010.159739,-9999,0,-9999,3.21868
2012,2,7,-6.1116,-8.8896,-12.2232,-7.2228,-11.112,-16.1124,100,86.5,73,20.92142,12.07005,3.21868,1019.980266,1014.054086,1008.127906,-9999,0,-9999,5.793624
2012,2,8,-7.2228,-11.112,-14.4456,-12.7788,-15.5568,-17.2236,79,70.5,62,17.70274,8.85137,0,1027.091683,1024.043933,1020.996183,-9999,0,-9999,10.943512
2012,2,9,-5.0004,-11.112,-17.2236,-11.112,-14.4456,-17.7792,92,75.5,59,14.48406,7.24203,0,1026.075766,1023.028016,1019.980266,-9999,0,-9999,9.173238
2012,2,10,-4.4448,-8.334,-12.2232,-7.2228,-10.5564,-13.89,93,83.5,74,32.1868,21.72609,11.26538,1026.075766,1024.043933,1022.0121,-9999,0,-9999,9.65604
2012,2,11,-4.4448,-7.2228,-10.0008,-6.1116,-9.4452,-12.7788,93,83.5,74,32.1868,23.33543,14.48406,1026.075766,1024.043933,1022.0121,-9999,0,-9999,9.334172
2012,2,12,0,-3.3336,-6.1116,-1.1112,-4.4448,-7.2228,100,93,86,35.40548,26.55411,17.70274,1023.028016,1020.149586,1017.271155,-9999,0,-9999,10.138842
2012,2,13,0.5556,-4.4448,-10.0008,0,-6.6672,-12.7788,100,87,74,28.96812,20.11675,11.26538,1017.271155,1014.223406,1011.175656,-9999,0,-9999,6.598294
2012,2,14,-4.4448,-11.112,-17.7792,-8.8896,-13.3344,-18.8904,100,82,64,25.74944,14.48406,3.21868,1013.207489,1011.683614,1010.159739,-9999,0,-9999,3.862416
2012,2,15,-7.2228,-13.89,-20.5572,-8.8896,-14.4456,-22.224,93,86,79,11.26538,5.63269,0,1011.175656,1006.604031,1002.032406,-9999,0,-9999,3.862416
2012,2,16,0.5556,-4.4448,-9.4452,-2.2224,-5.556,-10.0008,100,85,70,35.40548,19.31208,3.21868,1011.175656,1006.604031,1002.032406,-9999,0,-9999,6.920162
2012,2,17,-1.1112,-4.4448,-7.2228,-3.8892,-6.6672,-10.0008,93,81,69,35.40548,20.92142,6.43736,1017.271155,1014.223406,1011.175656,-9999,0,-9999,8.85137
2012,2,18,3.8892,-1.6668,-7.2228,1.1112,-2.778,-7.7784,100,87.5,75,28.96812,14.48406,0,1020.996183,1018.625711,1016.255239,-9999,0,-9999,8.529502
2012,2,19,3.8892,-2.778,-9.4452,-2.2224,-4.4448,-8.8896,100,80,60,11.26538,5.63269,0,1026.075766,1023.535975,1020.996183,-9999,0,-9999,4.667086
2012,2,20,5.556,-2.778,-11.112,-2.2224,-5.0004,-11.112,100,78.5,57,6.43736,3.21868,0,1029.123516,1027.599641,1026.075766,-9999,0,-9999,3.21868
2012,2,21,3.8892,-3.3336,-11.112,2.2224,-4.4448,-12.2232,100,85,70,6.43736,3.21868,0,1031.155349,1029.631474,1028.107599,-9999,0,-9999,1.770274
2012,2,22,6.6672,0,-6.1116,2.778,-1.6668,-7.2228,100,88,76,17.70274,8.85137,0,1029.123516,1027.599641,1026.075766,-9999,0,-9999,3.379614
2012,2,23,2.778,-1.1112,-5.0004,2.778,-2.2224,-5.0004,100,93.5,87,6.43736,3.21868,0,1028.107599,1023.535975,1018.96435,-9999,0,-9999,1.126538
2012,2,24,5.556,0,-5.0004,3.8892,0.5556,-5.0004,100,85,70,35.40548,17.70274,0,1019.980266,1018.96435,1017.948433,-9999,0,-9999,8.368568
2012,2,25,10.5564,5.556,0.5556,7.2228,3.3336,-1.1112,100,79,58,46.67086,23.33543,0,1017.948433,1016.085919,1014.223406,-9999,0,-9999,10.46071
2012,2,26,10.0008,3.8892,-2.2224,3.8892,0.5556,-2.778,93,77,61,20.92142,12.07005,3.21868,1014.223406,1011.683614,1009.143823,-9999,0,-9999,10.299776
2012,2,27,3.8892,1.1112,-3.3336,0,-3.8892,-8.8896,93,71,49,25.74944,16.0934,6.43736,1016.255239,1012.699531,1009.143823,-9999,0,-9999,11.104446
2012,2,28,0,-3.3336,-6.1116,-3.8892,-8.8896,-11.112,80,65.5,51,25.74944,18.50741,11.26538,1017.271155,1014.731364,1012.191572,-9999,0,-9999,10.782578
2012,2,29,5.0004,0,-5.0004,2.2224,-2.778,-11.112,100,77.5,55,28.96812,14.48406,0,1013.207489,1008.127906,1003.048323,-9999,0,-9999,7.402964
2012,3,1,5.556,1.6668,-2.2224,0,-3.3336,-6.1116,93,71,49,20.92142,12.07005,3.21868,1022.0121,1017.609794,1013.207489,-9999,0,-9999,9.173238
2012,3,2,10.0008,2.2224,-6.1116,6.1116,-1.6668,-7.2228,100,80.5,61,28.96812,16.0934,3.21868,1022.0121,1019.641628,1017.271155,-9999,0,-9999,9.334172
2012,3,3,10.0008,6.6672,2.778,3.8892,0,-3.8892,81,65.5,50,46.67086,30.57746,14.48406,1020.996183,1018.625711,1016.255239,-9999,0,-9999,10.782578
2012,3,4,10.0008,2.778,-4.4448,-2.2224,-5.0004,-8.8896,93,59.5,26,25.74944,12.87472,0,1020.996183,1019.472308,1017.948433,-9999,0,-9999,9.012304
2012,3,5,10.0008,3.3336,-3.3336,0,-2.778,-3.8892,100,71.5,43,14.48406,7.24203,0,1018.96435,1016.593878,1014.223406,-9999,0,-9999,9.173238
2012,3,6,8.8896,2.2224,-5.0004,-1.1112,-5.0004,-11.112,100,62.5,25,17.70274,8.85137,0,1022.0121,1019.980266,1017.948433,-9999,0,-9999,7.724832
2012,3,7,5.0004,0,-5.0004,0,-3.3336,-7.7784,100,76.5,53,14.48406,7.24203,0,1026.075766,1024.043933,1022.0121,-9999,0,-9999,7.081096
2012,3,8,5.0004,1.1112,-2.2224,2.778,0,-2.2224,100,88,76,14.48406,7.24203,0,1025.059849,1023.028016,1020.996183,-9999,0,-9999,6.598294
2012,3,9,10.0008,4.4448,-1.1112,2.778,-0.5556,-7.2228,100,75,50,14.48406,8.85137,3.21868,1033.187182,1029.123516,1025.059849,-9999,0,-9999,8.0467
2012,3,10,7.7784,3.8892,0,1.1112,-1.6668,-3.8892,93,71.5,50,20.92142,10.46071,0,1033.187182,1030.647391,1028.107599,-9999,0,-9999,7.563898
2012,3,11,7.7784,3.8892,0,1.1112,-1.1112,-5.0004,100,74.5,49,17.70274,8.85137,0,1027.091683,1017.609794,1008.127906,-9999,0,-9999,6.759228
2012,3,12,5.0004,1.1112,-2.2224,2.778,-1.1112,-3.8892,100,78,56,20.92142,10.46071,0,1017.271155,1011.683614,1006.096073,-9999,0,-9999,8.0467
2012,3,13,7.7784,2.778,-2.2224,0,-2.778,-5.0004,93,66.5,40,17.70274,10.46071,3.21868,1020.996183,1019.133669,1017.271155,-9999,0,-9999,9.816974
2012,3,14,10.5564,2.778,-5.0004,2.778,-0.5556,-5.0004,100,75,50,40.2335,20.11675,0,1023.028016,1021.504141,1019.980266,-9999,0,-9999,9.495106
2012,3,15,8.8896,6.6672,5.0004,2.2224,0.5556,-2.2224,76,63,50,35.40548,24.94477,14.48406,1026.075766,1024.043933,1022.0121,-9999,0,-9999,10.943512
2012,3,16,15.0012,6.6672,-2.2224,1.1112,-0.5556,-2.778,93,62,31,20.92142,10.46071,0,1029.123516,1027.599641,1026.075766,-9999,0,-9999,9.012304
2012,3,17,20.0016,7.7784,-4.4448,2.2224,-2.2224,-6.1116,100,60.5,21,17.70274,8.85137,0,1029.123516,1027.091683,1025.059849,-9999,0,-9999,10.138842
2012,3,18,22.7796,11.112,-1.1112,1.1112,-1.6668,-3.8892,93,54.5,16,14.48406,7.24203,0,1028.107599,1025.567808,1023.028016,-9999,0,-9999,9.977908
2012,3,19,23.8908,11.112,-1.1112,2.2224,-0.5556,-3.8892,87,52.5,18,28.96812,14.48406,0,1028.107599,1026.075766,1024.043933,-9999,0,-9999,10.46071
2012,3,20,20.5572,11.112,1.6668,2.778,1.6668,-1.1112,87,56.5,26,14.48406,7.24203,0,1033.187182,1030.647391,1028.107599,-9999,0,-9999,9.816974
2012,3,21,20.5572,12.2232,3.8892,6.1116,2.2224,-2.778,93,60.5,28,32.1868,16.0934,0,1034.203099,1031.663307,1029.123516,-9999,0,-9999,10.138842
2012,3,22,20.0016,9.4452,-1.1112,2.778,-1.6668,-5.0004,93,56,19,14.48406,7.24203,0,1032.171266,1030.139432,1028.107599,-9999,0,-9999,9.816974
2012,3,23,21.6684,11.112,0.5556,2.2224,-1.1112,-6.1116,87,52,17,11.26538,5.63269,0,1030.139432,1026.583724,1023.028016,-9999,0,-9999,9.816974
2012,3,24,21.6684,11.112,0.5556,6.1116,1.1112,-2.778,87,53,19,25.74944,12.87472,0,1024.043933,1022.0121,1019.980266,-9999,0,-9999,10.782578
2012,3,25,20.0016,12.2232,5.0004,10.0008,5.556,1.1112,100,65,30,32.1868,16.0934,0,1022.0121,1020.488225,1018.96435,-9999,0,-9999,7.402964
2012,3,26,17.7792,8.8896,0,10.0008,0,-10.0008,100,58.5,17,35.40548,17.70274,0,1022.0121,1019.980266,1017.948433,-9999,0,-9999,7.081096
2012,3,27,15.5568,6.6672,-2.2224,-2.2224,-5.0004,-8.8896,75,51,27,32.1868,16.0934,0,1025.059849,1021.165502,1017.271155,-9999,0,-9999,10.621644
2012,3,28,15.0012,7.7784,0.5556,2.2224,-2.2224,-6.1116,81,55,29,28.96812,16.0934,3.21868,1018.96435,1018.456392,1017.948433,-9999,0,-9999,10.46071
2012,3,29,20.0016,8.8896,-2.2224,5.0004,0,-3.8892,93,59.5,26,35.40548,17.70274,0,1018.96435,1013.546128,1008.127906,-9999,0,-9999,10.943512
2012,3,30,10.5564,7.7784,5.556,7.7784,3.8892,0,100,75,50,40.2335,21.72609,3.21868,1008.127906,1007.111989,1006.096073,-9999,0,-9999,11.104446
2012,3,31,17.7792,11.112,5.0004,3.8892,2.2224,0,81,56.5,32,35.40548,19.31208,3.21868,1009.143823,1005.588115,1002.032406,-9999,0,-9999,11.104446
2012,4,1,11.6676,5.556,-1.1112,6.1116,1.6668,-2.778,100,79,58,35.40548,19.31208,3.21868,1015.239322,1008.635864,1002.032406,-9999,0,-9999,9.012304
2012,4,2,13.89,4.4448,-4.4448,2.2224,-1.6668,-3.8892,100,66.5,33,17.70274,8.85137,0,1017.948433,1015.577961,1013.207489,-9999,0,-9999,9.173238
2012,4,3,18.8904,8.8896,-1.1112,2.778,0.5556,-2.778,100,66,32,25.74944,12.87472,0,1017.271155,1015.239322,1013.207489,-9999,0,-9999,9.977908
2012,4,4,20.0016,12.2232,3.8892,10.0008,5.556,1.1112,87,65,43,25.74944,12.87472,0,1017.271155,1015.239322,1013.207489,-9999,0,-9999,9.977908
2012,4,5,23.8908,13.89,3.8892,10.0008,7.2228,3.8892,100,67.5,35,20.92142,12.07005,3.21868,1015.239322,1012.191572,1009.143823,-9999,0,-9999,10.621644
2012,4,6,16.668,13.3344,10.5564,12.7788,10.5564,7.7784,100,83.5,67,28.96812,16.0934,3.21868,1010.159739,1007.619948,1005.080156,-9999,0,-9999,11.26538
2012,4,7,20.5572,15.5568,10.0008,12.2232,7.7784,2.2224,94,63,32,25.74944,14.48406,3.21868,1007.111989,1003.556281,1000.000573,-9999,0,-9999,10.782578
2012,4,8,15.5568,10.5564,5.556,11.112,6.1116,0,94,72.5,51,46.67086,24.94477,3.21868,1001.01649,998.6460178,996.2755457,-9999,0,-9999,11.426314
2012,4,9,10.5564,5.556,0.5556,1.1112,-2.2224,-5.0004,75,54.5,34,32.1868,17.70274,3.21868,1008.466545,1004.741517,1001.01649,-9999,0,-9999,11.104446
2012,4,10,12.7788,7.7784,2.778,2.2224,-1.6668,-5.0004,75,52.5,30,17.70274,8.85137,0,1014.223406,1011.175656,1008.127906,-9999,0,-9999,10.782578
2012,4,11,18.8904,8.8896,-1.1112,3.8892,0.5556,-2.2224,93,59,25,25.74944,12.87472,0,1014.562045,1009.313142,1004.06424,-9999,0,-9999,9.495106
2012,4,12,20.0016,13.3344,6.1116,7.7784,5.0004,2.2224,81,56.5,32,28.96812,14.48406,0,1008.127906,1005.757434,1003.386962,-9999,0,-9999,11.104446
2012,4,13,18.8904,11.112,2.778,12.2232,6.6672,2.2224,94,62,30,25.74944,12.87472,0,1008.805184,1004.910837,1001.01649,-9999,0.508,-9999,10.782578
2012,4,14,18.3348,12.7788,7.2228,12.2232,9.4452,6.6672,100,74,48,40.2335,20.11675,0,1001.355129,996.783504,992.2118793,-9999,7.874,-9999,8.529502
2012,4,15,15.5568,12.2232,8.8896,11.112,8.8896,4.4448,100,69.5,39,54.71756,27.35878,0,1003.048323,998.4766984,993.9050737,-9999,0,-9999,10.621644
2012,4,16,20.5572,10.5564,0.5556,10.0008,4.4448,0.5556,100,62.5,25,25.74944,12.87472,0,1007.789267,1005.418795,1003.048323,-9999,0.762,-9999,10.621644
2012,4,17,17.7792,13.3344,8.334,11.112,8.334,2.778,100,65,30,35.40548,17.70274,0,1006.434712,1004.741517,1003.048323,-9999,5.08,-9999,11.104446
2012,4,18,10.5564,8.8896,6.6672,11.112,8.8896,5.556,100,90.5,81,32.1868,16.0934,0,1005.418795,999.3232955,993.2277959,-9999,10.922,-9999,9.173238
2012,4,19,18.8904,11.112,3.8892,7.7784,5.556,1.6668,93,58,23,32.1868,16.0934,0,1003.048323,1000.508532,997.9687401,-9999,0,-9999,11.26538
2012,4,20,18.8904,14.4456,10.0008,10.0008,6.6672,1.6668,88,59.5,31,32.1868,16.0934,0,1005.080156,1002.879004,1000.677851,-9999,1.016,-9999,11.587248
2012,4,21,15.5568,10.0008,4.4448,10.0008,7.2228,5.0004,100,79.5,59,28.96812,14.48406,0,1012.191572,1008.635864,1005.080156,-9999,7.112,-9999,11.104446
2012,4,22,18.8904,11.112,3.3336,7.2228,4.4448,1.1112,100,60.5,21,14.48406,7.24203,0,1015.9166,1013.715447,1011.514295,-9999,0,-9999,10.621644
2012,4,23,22.7796,14.4456,5.556,10.0008,6.1116,3.3336,93,57,21,17.70274,8.85137,0,1016.255239,1012.86885,1009.482462,-9999,0,-9999,10.782578
2012,4,24,23.8908,18.8904,13.3344,11.112,6.6672,3.3336,68,43.5,19,28.96812,14.48406,0,1013.207489,1010.329059,1007.450628,-9999,0,-9999,11.26538
2012,4,25,24.4464,17.7792,10.0008,12.2232,8.334,5.0004,88,54,20,49.88954,24.94477,0,1015.239322,1010.159739,1005.080156,-9999,1.016,-9999,10.782578
2012,4,26,22.7796,13.3344,3.3336,7.2228,4.4448,1.6668,93,54.5,16,25.74944,12.87472,0,1019.980266,1017.440475,1014.900683,-9999,0,-9999,10.46071
2012,4,27,22.7796,14.4456,5.556,10.0008,7.2228,3.3336,93,59,25,25.74944,12.87472,0,1022.0121,1019.641628,1017.271155,-9999,0,-9999,11.426314
2012,4,28,25.002,16.668,8.334,12.2232,8.334,5.556,94,57.5,21,28.96812,14.48406,0,1023.028016,1020.657544,1018.287072,-9999,0,-9999,10.782578
2012,4,29,26.6688,16.668,6.6672,10.0008,6.6672,2.778,93,55,17,25.74944,12.87472,0,1023.028016,1019.641628,1016.255239,-9999,0,-9999,10.299776
2012,4,30,28.8912,18.8904,8.8896,10.0008,7.2228,2.778,87,53,19,20.92142,10.46071,0,1019.980266,1016.593878,1013.207489,-9999,0,-9999,10.46071
2012,5,1,28.8912,18.8904,8.8896,8.8896,5.556,-1.1112,82,47.5,13,20.92142,10.46071,0,1018.96435,1015.577961,1012.191572,-9999,0,-9999,10.46071
2012,5,2,28.8912,18.8904,8.334,10.0008,6.6672,2.778,82,49.5,17,20.92142,10.46071,0,1017.609794,1013.207489,1008.805184,-9999,0,-9999,10.46071
2012,5,3,28.8912,19.446,10.0008,11.112,7.2228,0,87,51.5,16,25.74944,12.87472,0,1013.207489,1008.297226,1003.386962,-9999,0,-9999,10.621644
2012,5,4,22.7796,17.7792,12.7788,15.0012,10.5564,6.6672,94,63,32,28.96812,14.48406,0,1009.143823,1007.111989,1005.080156,-9999,2.032,-9999,10.621644
2012,5,5,26.6688,17.2236,7.7784,15.0012,10.0008,6.1116,100,60.5,21,32.1868,16.0934,0,1012.191572,1008.805184,1005.418795,-9999,3.048,-9999,9.816974
2012,5,6,25.5576,16.668,8.334,12.7788,10.0008,6.1116,100,61.5,23,14.48406,7.24203,0,1015.239322,1012.699531,1010.159739,-9999,0,-9999,9.334172
2012,5,7,26.1132,17.7792,10.0008,12.7788,10.0008,6.6672,100,60.5,21,28.96812,14.48406,0,1017.271155,1014.392725,1011.514295,-9999,0,-9999,10.621644
2012,5,8,23.8908,17.2236,10.5564,15.0012,11.6676,7.7784,94,64,34,25.74944,12.87472,0,1018.96435,1016.085919,1013.207489,-9999,7.874,-9999,10.782578
2012,5,9,22.7796,15.5568,8.8896,13.89,11.112,7.7784,100,67.5,35,28.96812,14.48406,0,1022.0121,1019.472308,1016.932517,-9999,0,-9999,10.138842
2012,5,10,21.1128,14.4456,7.7784,13.89,11.6676,7.7784,100,75,50,17.70274,8.85137,0,1025.059849,1023.197336,1021.334822,-9999,0,-9999,10.299776
2012,5,11,25.002,17.7792,11.112,16.1124,12.7788,10.0008,100,68.5,37,20.92142,10.46071,0,1026.075766,1023.705294,1021.334822,-9999,0,-9999,10.943512
2012,5,12,25.5576,19.446,13.3344,15.0012,12.7788,9.4452,94,64,34,25.74944,12.87472,0,1025.059849,1019.472308,1013.884767,-9999,0.254,-9999,10.621644
2012,5,13,17.7792,13.89,10.0008,15.0012,11.6676,7.2228,94,75.5,57,46.67086,23.33543,0,1016.255239,1014.900683,1013.546128,-9999,0,-9999,11.104446
2012,5,14,15.0012,11.112,7.7784,15.0012,10.0008,5.556,100,85.5,71,20.92142,10.46071,0,1016.593878,1011.852934,1007.111989,-9999,5.08,-9999,9.173238
2012,5,15,15.5568,12.7788,10.0008,13.89,10.5564,6.6672,94,81.5,69,28.96812,14.48406,0,1007.789267,1005.757434,1003.725601,-9999,2.032,-9999,10.621644
2012,5,16,17.7792,13.3344,8.334,12.7788,9.4452,6.1116,100,78.5,57,28.96812,14.48406,0,1008.127906,1006.604031,1005.080156,-9999,0,-9999,9.816974
2012,5,17,15.0012,11.112,7.7784,12.7788,10.0008,7.2228,100,81.5,63,25.74944,12.87472,0,1011.175656,1007.958587,1004.741517,-9999,20.066,-9999,8.85137
2012,5,18,13.89,10.0008,6.1116,11.112,7.7784,5.0004,94,79,64,25.74944,14.48406,3.21868,1017.271155,1014.223406,1011.175656,-9999,0,-9999,11.104446
2012,5,19,18.8904,13.3344,8.334,12.7788,10.5564,7.2228,94,70.5,47,20.92142,10.46071,0,1017.609794,1015.577961,1013.546128,-9999,0,-9999,10.782578
2012,5,20,23.8908,17.7792,11.112,13.89,12.2232,7.2228,100,67,34,17.70274,8.85137,0,1015.239322,1013.207489,1011.175656,-9999,0,-9999,9.65604
2012,5,21,23.8908,16.668,8.8896,16.1124,12.2232,8.334,100,72,44,25.74944,12.87472,0,1015.239322,1012.530211,1009.8211,-9999,0.254,-9999,9.65604
2012,5,22,21.1128,15.5568,10.0008,16.1124,12.7788,7.7784,94,71.5,49,43.45218,21.72609,0,1012.191572,1007.281309,1002.371045,-9999,2.032,-9999,10.621644
2012,5,23,15.5568,12.2232,9.4452,12.2232,10.0008,6.1116,100,79,58,25.74944,12.87472,0,1012.191572,1009.482462,1006.773351,-9999,7.112,-9999,10.299776
2012,5,24,20.0016,15.0012,10.0008,12.7788,11.6676,9.4452,100,75,50,20.92142,10.46071,0,1012.191572,1010.329059,1008.466545,-9999,0,-9999,10.782578
2012,5,25,20.0016,15.5568,10.5564,15.0012,12.7788,10.0008,100,79,58,14.48406,7.24203,0,1016.255239,1013.207489,1010.159739,-9999,0,-9999,10.46071
2012,5,26,17.7792,14.4456,11.112,15.0012,12.7788,10.5564,100,85,70,14.48406,7.24203,0,1017.271155,1016.085919,1014.900683,-9999,5.08,-9999,10.782578
2012,5,27,15.5568,13.3344,10.5564,15.0012,12.2232,11.112,100,90.5,81,11.26538,5.63269,0,1017.271155,1015.070003,1012.86885,-9999,9.906,-9999,7.885766
2012,5,28,18.8904,14.4456,10.0008,13.89,10.5564,7.7784,100,73.5,47,17.70274,8.85137,0,1013.207489,1011.175656,1009.143823,-9999,2.032,-9999,9.977908
2012,5,29,20.5572,13.3344,5.556,12.7788,8.8896,5.556,100,66,32,20.92142,10.46071,0,1013.207489,1010.498378,1007.789267,-9999,10.922,-9999,9.977908
